["LRY-REL-014285","CLAUSE_SEQUENCE","S08-LRY-PAIR-072-C003","S08-LRY-PAIR-072-C004","FORWARD",["SEQUENCE"],"LRY-PC-0700","ACTIVE"]
["LRY-REL-014424","NODE_TO_CLAUSE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C011","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014425","NODE_TO_CLAUSE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C012","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014426","NODE_TO_CLAUSE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C013","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014427","NODE_TO_CLAUSE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C014","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014428","NODE_TO_CLAUSE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C015","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014429","NODE_TO_CLAUSE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C016","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014430","NODE_TO_CLAUSE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C017","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014431","NODE_TO_CLAUSE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C018","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014432","NODE_TO_CLAUSE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C019","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014433","NODE_TO_CLAUSE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C020","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014434","NODE_TO_CLAUSE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C021","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014435","NODE_TO_CLAUSE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C022","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014436","NODE_TO_CLAUSE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C023","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014437","NODE_TO_CLAUSE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C024","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014438","NODE_TO_CLAUSE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C025","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014439","NODE_TO_CLAUSE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C026","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014440","NODE_TO_CLAUSE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C027","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014441","NODE_TO_CLAUSE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C028","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014442","NODE_TO_CLAUSE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C029","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014443","NODE_TO_CLAUSE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C030","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014444","NODE_TO_CLAUSE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C031","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014445","NODE_TO_CLAUSE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C032","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014446","NODE_TO_CLAUSE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C033","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014447","NODE_TO_CLAUSE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C034","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014448","NODE_TO_CLAUSE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C035","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014449","NODE_TO_CLAUSE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C036","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014450","NODE_TO_CLAUSE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C037","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014451","NODE_TO_CLAUSE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C038","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014452","NODE_TO_CLAUSE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C039","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014453","NODE_TO_CLAUSE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C040","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014454","NODE_TO_CLAUSE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C041","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014455","NODE_TO_CLAUSE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C042","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014456","NODE_TO_CLAUSE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C043","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014457","NODE_TO_CLAUSE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C044","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014458","NODE_TO_CLAUSE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C045","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014459","NODE_TO_CLAUSE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C046","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014460","NODE_TO_CLAUSE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C047","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014461","NODE_TO_CLAUSE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C048","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014462","NODE_TO_CLAUSE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C049","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014463","NODE_TO_CLAUSE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C050","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014464","CLAUSE_SEQUENCE","S08-LRY-PAIR-491-C004","S08-LRY-PAIR-088-C001","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014465","ALTERNATIVE_TARGET","S08-LRY-PAIR-088-C001","S08-LRY-PAIR-491-C004","BACK_REFERENCE",["ALTERNATIVE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014466","QUANTITY_SCOPE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C001","PARENT_TO_CHILD",["QUANTITY"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014467","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C001","S08-LRY-PAIR-088-C002","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014468","NEGATION_SCOPE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C002","PARENT_TO_CHILD",["NEGATION"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014469","QUANTITY_SCOPE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C002","PARENT_TO_CHILD",["QUANTITY"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014470","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C002","S08-LRY-PAIR-088-C003","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014471","NEGATION_SCOPE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C003","PARENT_TO_CHILD",["NEGATION"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014472","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C003","S08-LRY-PAIR-088-C004","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014473","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C004","S08-LRY-PAIR-088-C005","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014474","QUANTITY_SCOPE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C005","PARENT_TO_CHILD",["QUANTITY"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014475","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C005","S08-LRY-PAIR-088-C006","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014476","QUANTITY_SCOPE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C006","PARENT_TO_CHILD",["QUANTITY"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014477","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C006","S08-LRY-PAIR-088-C007","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014478","QUANTITY_SCOPE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C007","PARENT_TO_CHILD",["QUANTITY"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014479","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C007","S08-LRY-PAIR-088-C008","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014480","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C008","S08-LRY-PAIR-088-C009","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014481","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C009","S08-LRY-PAIR-088-C010","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014482","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C010","S08-LRY-PAIR-088-C011","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014483","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C011","S08-LRY-PAIR-088-C012","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014484","NEGATION_SCOPE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C012","PARENT_TO_CHILD",["NEGATION"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014485","LIMITATION_SCOPE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C012","PARENT_TO_CHILD",["LIMITATION"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014486","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C012","S08-LRY-PAIR-088-C013","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014487","QUANTITY_SCOPE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C013","PARENT_TO_CHILD",["QUANTITY"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014488","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C013","S08-LRY-PAIR-088-C014","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014489","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C014","S08-LRY-PAIR-088-C015","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014490","NEGATION_SCOPE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C015","PARENT_TO_CHILD",["NEGATION"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014491","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C015","S08-LRY-PAIR-088-C016","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014492","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C016","S08-LRY-PAIR-088-C017","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014493","COMPARISON_TARGET","S08-LRY-PAIR-088-C017","S08-LRY-PAIR-088-C016","BACK_REFERENCE",["COMPARISON"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014494","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C017","S08-LRY-PAIR-088-C018","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014495","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C018","S08-LRY-PAIR-088-C019","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014496","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C019","S08-LRY-PAIR-088-C020","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014497","QUANTITY_SCOPE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C020","PARENT_TO_CHILD",["QUANTITY"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014498","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C020","S08-LRY-PAIR-088-C021","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014499","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C021","S08-LRY-PAIR-088-C022","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014500","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C022","S08-LRY-PAIR-088-C023","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014501","NEGATION_SCOPE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C023","PARENT_TO_CHILD",["NEGATION"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014502","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C023","S08-LRY-PAIR-088-C024","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014503","NECESSARY_SCOPE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C024","PARENT_TO_CHILD",["NECESSARY"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014504","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C024","S08-LRY-PAIR-088-C025","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014505","QUANTITY_SCOPE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C025","PARENT_TO_CHILD",["QUANTITY"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014506","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C025","S08-LRY-PAIR-088-C026","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014507","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C026","S08-LRY-PAIR-088-C027","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014508","LIMITATION_SCOPE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C027","PARENT_TO_CHILD",["LIMITATION"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014509","NECESSARY_SCOPE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C027","PARENT_TO_CHILD",["NECESSARY"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014510","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C027","S08-LRY-PAIR-088-C028","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014511","QUANTITY_SCOPE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C028","PARENT_TO_CHILD",["QUANTITY"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014512","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C028","S08-LRY-PAIR-088-C029","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014513","NECESSARY_SCOPE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C029","PARENT_TO_CHILD",["NECESSARY"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014514","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C029","S08-LRY-PAIR-088-C030","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014515","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C030","S08-LRY-PAIR-088-C031","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014516","ALTERNATIVE_TARGET","S08-LRY-PAIR-088-C031","S08-LRY-PAIR-088-C030","BACK_REFERENCE",["ALTERNATIVE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014517","NEGATION_SCOPE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C031","PARENT_TO_CHILD",["NEGATION"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014518","QUANTITY_SCOPE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C031","PARENT_TO_CHILD",["QUANTITY"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014519","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C031","S08-LRY-PAIR-088-C032","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014520","NECESSARY_SCOPE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C032","PARENT_TO_CHILD",["NECESSARY"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014521","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C032","S08-LRY-PAIR-088-C033","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014522","QUANTITY_SCOPE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C033","PARENT_TO_CHILD",["QUANTITY"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014523","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C033","S08-LRY-PAIR-088-C034","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014524","NEGATION_SCOPE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C034","PARENT_TO_CHILD",["NEGATION"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014525","QUANTITY_SCOPE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C034","PARENT_TO_CHILD",["QUANTITY"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014526","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C034","S08-LRY-PAIR-088-C035","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014527","ALTERNATIVE_TARGET","S08-LRY-PAIR-088-C035","S08-LRY-PAIR-088-C034","BACK_REFERENCE",["ALTERNATIVE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014528","NEGATION_SCOPE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C035","PARENT_TO_CHILD",["NEGATION"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014529","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C035","S08-LRY-PAIR-088-C036","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014530","NEGATION_SCOPE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C036","PARENT_TO_CHILD",["NEGATION"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014531","QUANTITY_SCOPE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C036","PARENT_TO_CHILD",["QUANTITY"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014532","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C036","S08-LRY-PAIR-088-C037","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014533","ALTERNATIVE_TARGET","S08-LRY-PAIR-088-C037","S08-LRY-PAIR-088-C036","BACK_REFERENCE",["ALTERNATIVE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014534","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C037","S08-LRY-PAIR-088-C038","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014535","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C038","S08-LRY-PAIR-088-C039","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014536","ALTERNATIVE_TARGET","S08-LRY-PAIR-088-C039","S08-LRY-PAIR-088-C038","BACK_REFERENCE",["ALTERNATIVE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014537","NEGATION_SCOPE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C039","PARENT_TO_CHILD",["NEGATION"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014538","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C039","S08-LRY-PAIR-088-C040","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014539","QUANTITY_SCOPE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C040","PARENT_TO_CHILD",["QUANTITY"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014540","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C040","S08-LRY-PAIR-088-C041","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014541","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C041","S08-LRY-PAIR-088-C042","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014542","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C042","S08-LRY-PAIR-088-C043","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014543","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C043","S08-LRY-PAIR-088-C044","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014544","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C044","S08-LRY-PAIR-088-C045","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014545","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C045","S08-LRY-PAIR-088-C046","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014546","ALTERNATIVE_TARGET","S08-LRY-PAIR-088-C046","S08-LRY-PAIR-088-C045","BACK_REFERENCE",["ALTERNATIVE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014547","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C046","S08-LRY-PAIR-088-C047","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014548","NEGATION_SCOPE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C047","PARENT_TO_CHILD",["NEGATION"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014549","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C047","S08-LRY-PAIR-088-C048","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014550","NEGATION_SCOPE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C048","PARENT_TO_CHILD",["NEGATION"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014551","QUANTITY_SCOPE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C048","PARENT_TO_CHILD",["QUANTITY"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014552","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C048","S08-LRY-PAIR-088-C049","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014553","ALTERNATIVE_TARGET","S08-LRY-PAIR-088-C049","S08-LRY-PAIR-088-C048","BACK_REFERENCE",["ALTERNATIVE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014554","CLAUSE_SEQUENCE","S08-LRY-PAIR-088-C049","S08-LRY-PAIR-088-C050","FORWARD",["SEQUENCE"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014555","NEGATION_SCOPE","S08-LRY-PAIR-088","S08-LRY-PAIR-088-C050","PARENT_TO_CHILD",["NEGATION"],"LRY-PC-0709","ACTIVE"]
["LRY-REL-014556","NODE_TO_CLAUSE","S08-LRY-PAIR-492","S08-LRY-PAIR-492-C001","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0710","ACTIVE"]
["LRY-REL-014557","NODE_TO_CLAUSE","S08-LRY-PAIR-492","S08-LRY-PAIR-492-C002","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0710","ACTIVE"]
["LRY-REL-014558","NODE_TO_CLAUSE","S08-LRY-PAIR-492","S08-LRY-PAIR-492-C003","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0710","ACTIVE"]
["LRY-REL-014559","NODE_TO_CLAUSE","S08-LRY-PAIR-492","S08-LRY-PAIR-492-C004","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0710","ACTIVE"]
["LRY-REL-014560","NODE_TO_CLAUSE","S08-LRY-PAIR-492","S08-LRY-PAIR-492-C005","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0710","ACTIVE"]
["LRY-REL-014561","NODE_TO_CLAUSE","S08-LRY-PAIR-492","S08-LRY-PAIR-492-C006","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0710","ACTIVE"]
["LRY-REL-014562","NODE_TO_CLAUSE","S08-LRY-PAIR-492","S08-LRY-PAIR-492-C007","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0710","ACTIVE"]
["LRY-REL-014563","NODE_TO_CLAUSE","S08-LRY-PAIR-492","S08-LRY-PAIR-492-C008","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0710","ACTIVE"]
