S09-J015-R0180-JI-S01	S09-J015-R0180-JI	1	配偶的身体不好	SPOUSE	ROMANTIC_RELATION+HEALTH_STATE	MARRIAGE_RELATION	HEALTH_BODY+PARENT_DOCUMENT	MARRIAGE_RELATION_CHAIN+HEALTH_RISK_CHAIN+PARENT_DOCUMENT_CHAIN	NONE	PRESENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+RELATION_STATUS_LIMIT+HEALTH_ENDPOINT_LIMIT+FORMAL_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PEACH_ENDPOINT+ZERO_HEALTH_ENDPOINT+ZERO_FORMALIZATION_ENDPOINT	ACTIVE
S09-J016-R0184-LU-S02	S09-J016-R0184-LU	2	多长辈的爱惜与照顾	PARENT	RELATION_SUPPORT	PARENT_DOCUMENT	CHILD_OUTPUT	PARENT_DOCUMENT_CHAIN+CHILD_OUTPUT_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+CHILD_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_CHILD_ENDPOINT	ACTIVE
S09-J016-R0184-LU-S03	S09-J016-R0184-LU	3	个性活泼	CONTEXT_SUBJECT	BEHAVIOR_TRAIT	SELF_BEHAVIOR	CHILD_OUTPUT	SELF_STATE_CHAIN+CHILD_OUTPUT_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+PERSONALITY_ONLY_LIMIT+CHILD_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_RESULTIZATION+ZERO_CHILD_ENDPOINT	ACTIVE
S09-J016-R0184-QUAN-S01	S09-J016-R0184-QUAN	1	子女好乐享受	CHILD	CHILD_STATE+PLEASURE_STATE	CHILD_OUTPUT	PLEASURE_MIND	CHILD_OUTPUT_CHAIN+MENTAL_PLEASURE_STATE_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+CHILD_ENDPOINT_LIMIT+PLEASURE_ONLY_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_CHILD_ENDPOINT+ZERO_RESULTIZATION	ACTIVE
S09-J016-R0184-QUAN-S02	S09-J016-R0184-QUAN	2	花费无度	CONTEXT_SUBJECT	MONEY_OUTFLOW	CHILD_OUTPUT	NONE	CHILD_OUTPUT_CHAIN	NONE	PRESENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+CHILD_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_CHILD_ENDPOINT	ACTIVE
S09-J016-R0184-QUAN-S03	S09-J016-R0184-QUAN	3	在外风花雪月	CONTEXT_SUBJECT	MIGRATION_ACTION	MIGRATION_OUTSIDE	CHILD_OUTPUT	MIGRATION_OUTSIDE_CHAIN+CHILD_OUTPUT_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+MIGRATION_ENDPOINT_LIMIT+CHILD_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_MIGRATION_ENDPOINT+ZERO_CHILD_ENDPOINT	ACTIVE
S09-J016-R0184-KE-S01	S09-J016-R0184-KE	1	子女出外多贵人	CHILD	RELATION_SUPPORT+CHILD_STATE+MIGRATION_ACTION	CHILD_OUTPUT	MIGRATION_OUTSIDE+FRIEND_GROUP	CHILD_OUTPUT_CHAIN+MIGRATION_OUTSIDE_CHAIN+FRIEND_PARTNERSHIP_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+CHILD_ENDPOINT_LIMIT+MIGRATION_ENDPOINT_LIMIT+GROUP_RISK_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_CHILD_ENDPOINT+ZERO_MIGRATION_ENDPOINT+ZERO_GROUP_ENDPOINT	ACTIVE
S09-J016-R0184-KE-S02	S09-J016-R0184-KE	2	在外安定	CONTEXT_SUBJECT	MIGRATION_ACTION	MIGRATION_OUTSIDE	CHILD_OUTPUT	MIGRATION_OUTSIDE_CHAIN+CHILD_OUTPUT_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+MIGRATION_ENDPOINT_LIMIT+CHILD_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_MIGRATION_ENDPOINT+ZERO_CHILD_ENDPOINT	ACTIVE
S09-J016-R0184-KE-S03	S09-J016-R0184-KE	3	从事文教工作	CONTEXT_SUBJECT	CAREER_ACTION+EDUCATION_STATE	CAREER_WORK	CHILD_OUTPUT	CAREER_CHAIN+CHILD_OUTPUT_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+CAREER_ENDPOINT_LIMIT+CHILD_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PROMOTION_ENDPOINT+ZERO_CHILD_ENDPOINT	ACTIVE
S09-J016-R0184-JI-S01	S09-J016-R0184-JI	1	子女大都不在身边	CHILD	CHILD_STATE	CHILD_OUTPUT	NONE	CHILD_OUTPUT_CHAIN	NONE	PRESENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+CHILD_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_CHILD_ENDPOINT	ACTIVE
S09-J016-R0184-JI-S02	S09-J016-R0184-JI	2	远出读书、谋生、就业	CONTEXT_SUBJECT	CAREER_ACTION+EDUCATION_STATE	CAREER_WORK	CHILD_OUTPUT	CAREER_CHAIN+CHILD_OUTPUT_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+CAREER_ENDPOINT_LIMIT+CHILD_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PROMOTION_ENDPOINT+ZERO_CHILD_ENDPOINT	ACTIVE
S09-J016-R0185-LU-S01	S09-J016-R0185-LU	1	子女多朋友、客户的支持	CHILD+FRIEND_TEAM	RELATION_SUPPORT+CHILD_STATE+GROUP_ACTION	CHILD_OUTPUT	FRIEND_GROUP+MONEY_FINANCE	CHILD_OUTPUT_CHAIN+FRIEND_PARTNERSHIP_CHAIN+FINANCE_FIVE_AXIS_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+CHILD_ENDPOINT_LIMIT+GROUP_RISK_LIMIT+FINANCE_RESULT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_CHILD_ENDPOINT+ZERO_GROUP_ENDPOINT+ZERO_FINANCE_ENDPOINT	ACTIVE
S09-J016-R0185-LU-S02	S09-J016-R0185-LU	2	很会赚钱	CONTEXT_SUBJECT	MONEY_INFLOW	MONEY_FINANCE	NONE	FINANCE_FIVE_AXIS_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FINANCE_RESULT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FINANCE_ENDPOINT	ACTIVE
S09-J016-R0185-QUAN-S01	S09-J016-R0185-QUAN	1	子女有钱常计划投资、创业	CHILD	CHILD_STATE+MONEY_INFLOW+CAREER_ACTION	CHILD_OUTPUT	MONEY_FINANCE+CAREER_WORK	CHILD_OUTPUT_CHAIN+FINANCE_FIVE_AXIS_CHAIN+CAREER_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+CHILD_ENDPOINT_LIMIT+FINANCE_RESULT_LIMIT+CAREER_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_CHILD_ENDPOINT+ZERO_FINANCE_ENDPOINT+ZERO_PROMOTION_ENDPOINT	ACTIVE
S09-J016-R0185-QUAN-S02	S09-J016-R0185-QUAN	2	劳力、劳心	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	CAREER_WORK	MONEY_FINANCE	CAREER_CHAIN+FINANCE_FIVE_AXIS_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+CAREER_ENDPOINT_LIMIT+FINANCE_RESULT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PROMOTION_ENDPOINT+ZERO_FINANCE_ENDPOINT	ACTIVE
S09-J016-R0185-KE-S01	S09-J016-R0185-KE	1	子女上班	CHILD	CHILD_STATE+CAREER_ACTION	CHILD_OUTPUT	CAREER_WORK+MONEY_FINANCE	CHILD_OUTPUT_CHAIN+CAREER_CHAIN+FINANCE_FIVE_AXIS_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+CHILD_ENDPOINT_LIMIT+CAREER_ENDPOINT_LIMIT+FINANCE_RESULT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_CHILD_ENDPOINT+ZERO_PROMOTION_ENDPOINT+ZERO_FINANCE_ENDPOINT	ACTIVE
S09-J016-R0185-KE-S02	S09-J016-R0185-KE	2	文书类轻松的工作	CONTEXT_SUBJECT	CAREER_ACTION+FORMAL_PROCESS	PARENT_DOCUMENT	CAREER_WORK+MONEY_FINANCE	PARENT_DOCUMENT_CHAIN+CAREER_CHAIN+FINANCE_FIVE_AXIS_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+CAREER_ENDPOINT_LIMIT+FINANCE_RESULT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_PROMOTION_ENDPOINT+ZERO_FINANCE_ENDPOINT	ACTIVE
S09-J016-R0185-KE-S03	S09-J016-R0185-KE	3	赚钱稳定	CONTEXT_SUBJECT	MONEY_INFLOW	MONEY_FINANCE	NONE	FINANCE_FIVE_AXIS_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FINANCE_RESULT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FINANCE_ENDPOINT	ACTIVE
S09-J016-R0185-JI-S01	S09-J016-R0185-JI	1	子女虽努力工作	CHILD	CHILD_STATE+CAREER_ACTION	CHILD_OUTPUT	CAREER_WORK+MONEY_FINANCE	CHILD_OUTPUT_CHAIN+CAREER_CHAIN+FINANCE_FIVE_AXIS_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+CHILD_ENDPOINT_LIMIT+CAREER_ENDPOINT_LIMIT+FINANCE_RESULT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_CHILD_ENDPOINT+ZERO_PROMOTION_ENDPOINT+ZERO_FINANCE_ENDPOINT	ACTIVE
S09-J016-R0185-JI-S02	S09-J016-R0185-JI	2	但赚不到钱	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	MONEY_FINANCE	NONE	FINANCE_FIVE_AXIS_CHAIN	NONE	PRESENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FINANCE_RESULT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FINANCE_ENDPOINT	ACTIVE
S09-J016-R0185-JI-S03	S09-J016-R0185-JI	3	赚钱不足花用	CONTEXT_SUBJECT	MONEY_INFLOW	MONEY_FINANCE	NONE	FINANCE_FIVE_AXIS_CHAIN	NONE	PRESENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FINANCE_RESULT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FINANCE_ENDPOINT	ACTIVE
S09-J016-R0186-LU-S01	S09-J016-R0186-LU	1	子女小时候多灾	CHILD	CHILD_STATE	CHILD_OUTPUT	HEALTH_BODY	CHILD_OUTPUT_CHAIN+HEALTH_RISK_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+CHILD_ENDPOINT_LIMIT+HEALTH_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_CHILD_ENDPOINT+ZERO_HEALTH_ENDPOINT	ACTIVE
S09-J016-R0186-LU-S02	S09-J016-R0186-LU	2	长大后身体健康	CONTEXT_SUBJECT	HEALTH_STATE	HEALTH_BODY	NONE	HEALTH_RISK_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+HEALTH_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_HEALTH_ENDPOINT	ACTIVE
S09-J016-R0186-LU-S03	S09-J016-R0186-LU	3	富有抵抗力	CONTEXT_SUBJECT	MONEY_INFLOW+HEALTH_STATE	MONEY_FINANCE	HEALTH_BODY	FINANCE_FIVE_AXIS_CHAIN+HEALTH_RISK_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FINANCE_RESULT_LIMIT+HEALTH_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FINANCE_ENDPOINT+ZERO_HEALTH_ENDPOINT+ZERO_WEALTH_LEVEL	ACTIVE
S09-J016-R0186-QUAN-S01	S09-J016-R0186-QUAN	1	子女身强体壮	CHILD	CHILD_STATE	CHILD_OUTPUT	HEALTH_BODY	CHILD_OUTPUT_CHAIN+HEALTH_RISK_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+CHILD_ENDPOINT_LIMIT+HEALTH_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_CHILD_ENDPOINT+ZERO_HEALTH_ENDPOINT	ACTIVE
S09-J016-R0186-QUAN-S02	S09-J016-R0186-QUAN	2	好动	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	HEALTH_BODY	NONE	HEALTH_RISK_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+HEALTH_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_HEALTH_ENDPOINT	ACTIVE
S09-J016-R0186-QUAN-S03	S09-J016-R0186-QUAN	3	工作劳心劳力	CONTEXT_SUBJECT	CAREER_ACTION	CAREER_WORK	HEALTH_BODY	CAREER_CHAIN+HEALTH_RISK_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+CAREER_ENDPOINT_LIMIT+HEALTH_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PROMOTION_ENDPOINT+ZERO_HEALTH_ENDPOINT	ACTIVE
S09-J016-R0186-QUAN-S04	S09-J016-R0186-QUAN	4	努力	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	HEALTH_BODY	NONE	HEALTH_RISK_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+HEALTH_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_HEALTH_ENDPOINT	ACTIVE
S09-J016-R0186-KE-S01	S09-J016-R0186-KE	1	子女身体健康	CHILD	CHILD_STATE+HEALTH_STATE	CHILD_OUTPUT	HEALTH_BODY	CHILD_OUTPUT_CHAIN+HEALTH_RISK_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+CHILD_ENDPOINT_LIMIT+HEALTH_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_CHILD_ENDPOINT+ZERO_HEALTH_ENDPOINT	ACTIVE
S09-J016-R0186-KE-S02	S09-J016-R0186-KE	2	遇灾有贵人搭救	CONTEXT_SUBJECT	RELATION_SUPPORT	FRIEND_GROUP	HEALTH_BODY	FRIEND_PARTNERSHIP_CHAIN+HEALTH_RISK_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+GROUP_RISK_LIMIT+HEALTH_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_GROUP_ENDPOINT+ZERO_HEALTH_ENDPOINT	ACTIVE
S09-J016-R0186-KE-S03	S09-J016-R0186-KE	3	有病快愈	CONTEXT_SUBJECT	HEALTH_STATE	HEALTH_BODY	NONE	HEALTH_RISK_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+HEALTH_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_HEALTH_ENDPOINT	ACTIVE
S09-J016-R0186-JI-S01	S09-J016-R0186-JI	1	子女身体多灾	CHILD	CHILD_STATE+HEALTH_STATE	CHILD_OUTPUT	HEALTH_BODY	CHILD_OUTPUT_CHAIN+HEALTH_RISK_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+CHILD_ENDPOINT_LIMIT+HEALTH_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_CHILD_ENDPOINT+ZERO_HEALTH_ENDPOINT	ACTIVE
S09-J016-R0186-JI-S02	S09-J016-R0186-JI	2	常有疾病	CONTEXT_SUBJECT	HEALTH_STATE	HEALTH_BODY	NONE	HEALTH_RISK_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+HEALTH_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_HEALTH_ENDPOINT	ACTIVE
S09-J016-R0186-JI-S03	S09-J016-R0186-JI	3	事业也力不从心	CONTEXT_SUBJECT	CAREER_ACTION	CAREER_WORK	HEALTH_BODY	CAREER_CHAIN+HEALTH_RISK_CHAIN	NONE	PRESENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+CAREER_ENDPOINT_LIMIT+HEALTH_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PROMOTION_ENDPOINT+ZERO_HEALTH_ENDPOINT	ACTIVE
S09-J016-R0187-LU-S01	S09-J016-R0187-LU	1	子女出外得意	CHILD	CHILD_STATE+MIGRATION_ACTION	CHILD_OUTPUT	MIGRATION_OUTSIDE	CHILD_OUTPUT_CHAIN+MIGRATION_OUTSIDE_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+CHILD_ENDPOINT_LIMIT+MIGRATION_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_CHILD_ENDPOINT+ZERO_MIGRATION_ENDPOINT	ACTIVE
S09-J016-R0187-LU-S02	S09-J016-R0187-LU	2	工作、财利、人缘皆称心	CONTEXT_SUBJECT	MONEY_INFLOW+CAREER_ACTION	CAREER_WORK	MONEY_FINANCE+FRIEND_GROUP+MIGRATION_OUTSIDE	CAREER_CHAIN+FINANCE_FIVE_AXIS_CHAIN+FRIEND_PARTNERSHIP_CHAIN+MIGRATION_OUTSIDE_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+CAREER_ENDPOINT_LIMIT+FINANCE_RESULT_LIMIT+GROUP_RISK_LIMIT+MIGRATION_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PROMOTION_ENDPOINT+ZERO_FINANCE_ENDPOINT+ZERO_GROUP_ENDPOINT+ZERO_MIGRATION_ENDPOINT	ACTIVE
S09-J016-R0187-QUAN-S01	S09-J016-R0187-QUAN	1	子女出外表现能力、才华	CHILD	CHILD_STATE+MIGRATION_ACTION+BEHAVIOR_TRAIT	CHILD_OUTPUT	MIGRATION_OUTSIDE+SELF_BEHAVIOR	CHILD_OUTPUT_CHAIN+MIGRATION_OUTSIDE_CHAIN+SELF_STATE_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+CHILD_ENDPOINT_LIMIT+MIGRATION_ENDPOINT_LIMIT+PERSONALITY_ONLY_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_CHILD_ENDPOINT+ZERO_MIGRATION_ENDPOINT+ZERO_RESULTIZATION	ACTIVE
S09-J016-R0187-QUAN-S02	S09-J016-R0187-QUAN	2	赚钱快速	CONTEXT_SUBJECT	MONEY_INFLOW	MONEY_FINANCE	MIGRATION_OUTSIDE	FINANCE_FIVE_AXIS_CHAIN+MIGRATION_OUTSIDE_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FINANCE_RESULT_LIMIT+MIGRATION_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FINANCE_ENDPOINT+ZERO_MIGRATION_ENDPOINT	ACTIVE
S09-J016-R0187-QUAN-S03	S09-J016-R0187-QUAN	3	多发展	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	MIGRATION_OUTSIDE	NONE	MIGRATION_OUTSIDE_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+MIGRATION_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_MIGRATION_ENDPOINT	ACTIVE
S09-J016-R0187-KE-S01	S09-J016-R0187-KE	1	子女出外财力顺意	CHILD	CHILD_STATE+MIGRATION_ACTION	CHILD_OUTPUT	MIGRATION_OUTSIDE	CHILD_OUTPUT_CHAIN+MIGRATION_OUTSIDE_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+CHILD_ENDPOINT_LIMIT+MIGRATION_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_CHILD_ENDPOINT+ZERO_MIGRATION_ENDPOINT	ACTIVE
S09-J016-R0187-KE-S02	S09-J016-R0187-KE	2	安定	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	MIGRATION_OUTSIDE	NONE	MIGRATION_OUTSIDE_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+MIGRATION_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_MIGRATION_ENDPOINT	ACTIVE
